dataset,scene,method,num_disparities,all_pixels_gt,all_pixels_valid_pred,all_coverage_percent,all_mae,all_rmse,all_bad1_percent,all_bad2_percent,all_bad4_percent,nocc_pixels_gt,nocc_pixels_valid_pred,nocc_coverage_percent,nocc_mae,nocc_rmse,nocc_bad1_percent,nocc_bad2_percent,nocc_bad4_percent,point_cloud_points
ETH3D,playground_2l,bm,128,242061,118874,49.109108860989586,4.929112911224365,16.37569236755371,17.513501690865958,16.59067584164746,15.79487524605885,230422,114464,49.675812205431775,4.7071380615234375,16.129901885986328,16.214705060106237,15.306122448979592,14.535574503774113,114464
ETH3D,playground_2l,sgbm,128,242061,141554,58.47864794411326,3.3750579357147217,12.879819869995117,16.30119954222417,14.578182177826129,13.336959746810404,230422,136542,59.25736257822604,3.2874133586883545,12.933465957641602,15.27002680493914,13.606069927201887,12.432804558304404,136542
ETH3D,playground_2l,sgbm_bilateral,128,242061,141554,58.47864794411326,3.423431158065796,12.755456924438477,24.161803975867866,19.40107662093618,13.909179535724883,230422,136542,59.25736257822604,3.349937677383423,12.818243026733398,23.30638191911646,18.586954929618727,13.097801409090243,136542
ETH3D,playground_2s,bm,128,130129,93309,71.70500042265752,0.5981214642524719,5.007501125335693,2.341681938505396,1.732951805292094,1.6354263790202446,125915,91861,72.95477107572569,0.5570595264434814,4.762544631958008,2.1249496521918987,1.5741174165314988,1.4826749110068473,91861
ETH3D,playground_2s,sgbm,128,130129,109194,83.91211797523995,0.2385781705379486,0.6317411661148071,1.8471710899866292,0.5329963184790373,0.2802351777570196,125915,107346,85.25274987094468,0.2311462163925171,0.5634943246841431,1.6712313453691798,0.48627801687999556,0.26270191716505503,107346
ETH3D,playground_2s,sgbm_bilateral,128,130129,109194,83.91211797523995,0.3245304822921753,0.8563888669013977,5.364763631701376,2.8893528948477023,1.0073813579500706,125915,107346,85.25274987094468,0.31727534532546997,0.8252550363540649,5.145044994690068,2.839416466379744,0.9949136437314852,107346
ETH3D,playground_3l,bm,128,179977,129813,72.12754963134178,0.8847646713256836,5.089375972747803,6.5655982066511065,5.50021954657854,4.543458667467819,171079,126010,73.65603025502838,0.7510339021682739,4.4032135009765625,5.718593762399809,4.672645028172368,3.6965320212681534,126010
ETH3D,playground_3l,sgbm,128,179977,144228,80.13690638248221,0.5549357533454895,1.9383172988891602,4.279335496574867,3.2171284355326293,2.701278531214466,171079,140141,81.91595695555854,0.5091389417648315,1.8021396398544312,3.8175837192541797,2.762931618869567,2.2520176108348022,140141
ETH3D,playground_3l,sgbm_bilateral,128,179977,144228,80.13690638248221,0.656751275062561,1.9997239112854004,8.376320825359846,6.088276894916382,3.7516986992816928,171079,140141,81.91595695555854,0.6205264925956726,1.9173752069473267,7.804282829436068,5.6036420462248735,3.3958655925104004,140141
ETH3D,playground_3s,bm,128,92958,77745,83.63454463306009,0.4615741968154907,3.087808609008789,3.0419962698565826,2.2509486140587818,2.058010161425172,87366,76086,87.08879884623309,0.44540202617645264,3.062105178833008,2.844150040743369,2.0857976500276005,1.8886523144862393,76086
ETH3D,playground_3s,sgbm,128,92958,84949,91.38428107317283,0.31428632140159607,1.1376630067825317,2.0247442583196977,1.1300898185970405,0.9900057681667825,87366,82943,94.93738983128448,0.30428755283355713,1.0844851732254028,1.8856323017011682,1.0175662804576637,0.8849450827676839,82943
